name,contextRef,unitRef,decimals,value,measure,entity_identifier,entity_scheme,start_date,end_date,instant,scenario,domain
frs-core:NetCurrentAssetsLiabilities,CURRENT_FY_END,GBP,0,"327,934",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:NetCurrentAssetsLiabilities,PREVIOUS_FY_END,GBP,0,"308,721",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:TotalAssetsLessCurrentLiabilities,CURRENT_FY_END,GBP,0,"334,742",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:TotalAssetsLessCurrentLiabilities,PREVIOUS_FY_END,GBP,0,"315,146",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:NetAssetsLiabilities,CURRENT_FY_END,GBP,0,"334,742",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:NetAssetsLiabilities,PREVIOUS_FY_END,GBP,0,"315,146",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:Equity,CURRENT_FY_END_ShareCapital,GBP,0,100,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:Equity,PREVIOUS_FY_END_ShareCapital,GBP,0,100,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:Equity,CURRENT_FY_END_RetainedEarningsAccumulatedLosses,GBP,0,"334,642",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:Equity,PREVIOUS_FY_END_RetainedEarningsAccumulatedLosses,GBP,0,"315,046",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_START_FurnitureFittings,GBP,0,"6,001",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_START_ComputerEquipment,GBP,0,"21,212",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_START,GBP,0,"27,213",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:TotalAdditionsIncludingFromBusinessCombinationsPropertyPlantEquipment,CURRENT_FY_PERIOD_FurnitureFittings,GBP,0,"1,595",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2023-04-01,2024-03-31,,,frs-core
frs-core:TotalAdditionsIncludingFromBusinessCombinationsPropertyPlantEquipment,CURRENT_FY_PERIOD_ComputerEquipment,GBP,0,"1,268",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2023-04-01,2024-03-31,,,frs-core
frs-core:TotalAdditionsIncludingFromBusinessCombinationsPropertyPlantEquipment,CURRENT_FY_PERIOD,GBP,0,"2,863",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2023-04-01,2024-03-31,,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_END_FurnitureFittings,GBP,0,"7,596",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_END_ComputerEquipment,GBP,0,"22,480",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_END,GBP,0,"30,076",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_START_FurnitureFittings,GBP,0,"4,002",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_START_ComputerEquipment,GBP,0,"16,786",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_START,GBP,0,"20,788",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,CURRENT_FY_PERIOD_FurnitureFittings,GBP,0,765,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2023-04-01,2024-03-31,,,frs-core
frs-core:IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,CURRENT_FY_PERIOD_ComputerEquipment,GBP,0,"1,715",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2023-04-01,2024-03-31,,,frs-core
frs-core:IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,CURRENT_FY_PERIOD,GBP,0,"2,480",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2023-04-01,2024-03-31,,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_END_FurnitureFittings,GBP,0,"4,767",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_END_ComputerEquipment,GBP,0,"18,501",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_END,GBP,0,"23,268",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_END_FurnitureFittings,GBP,0,"2,829",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_END_ComputerEquipment,GBP,0,"3,979",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_END,GBP,0,"6,808",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_START_FurnitureFittings,GBP,0,"1,999",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_START_ComputerEquipment,GBP,0,"4,426",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_START,GBP,0,"6,425",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:TradeDebtorsTradeReceivables,CURRENT_FY_END_Current,GBP,0,"57,839",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:TradeDebtorsTradeReceivables,PREVIOUS_FY_END_Current,GBP,0,"144,240",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:PrepaymentsAccruedIncome,PREVIOUS_FY_END_Current,GBP,0,988,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:Debtors,CURRENT_FY_END,GBP,0,"57,839",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:Debtors,PREVIOUS_FY_END,GBP,0,"145,228",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:TradeCreditorsTradePayables,CURRENT_FY_END_Current,GBP,0,"65,226",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:TradeCreditorsTradePayables,PREVIOUS_FY_END_Current,GBP,0,"71,841",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:CorporationTaxPayable,CURRENT_FY_END_Current,GBP,0,"26,302",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:CorporationTaxPayable,PREVIOUS_FY_END_Current,GBP,0,"11,344",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:OtherTaxationSocialSecurityPayable,CURRENT_FY_END_Current,GBP,0,"2,577",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:OtherTaxationSocialSecurityPayable,PREVIOUS_FY_END_Current,GBP,0,"5,332",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:OtherCreditors,CURRENT_FY_END_Current,GBP,0,84,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:OtherCreditors,PREVIOUS_FY_END_Current,GBP,0,"161,832",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:AccruedLiabilitiesDeferredIncome,CURRENT_FY_END_Current,GBP,0,"2,100",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:AccruedLiabilitiesDeferredIncome,PREVIOUS_FY_END_Current,GBP,0,"1,842",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:AmountsOwedToDirectors,CURRENT_FY_END_Current,GBP,0,312,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:Creditors,CURRENT_FY_END,GBP,0,"96,601",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:Creditors,PREVIOUS_FY_END,GBP,0,"252,191",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:Equity,CURRENT_FY_END_ShareCapital,GBP,0,100,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:Equity,PREVIOUS_FY_END_ShareCapital,GBP,0,100,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
