name,contextRef,unitRef,decimals,value,measure,entity_identifier,entity_scheme,start_date,end_date,instant,scenario,domain
frs-core:NetCurrentAssetsLiabilities,PREVIOUS_FY_END,GBP,0,"173,460",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:TotalAssetsLessCurrentLiabilities,CURRENT_FY_END,GBP,0,"336,946",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:TotalAssetsLessCurrentLiabilities,PREVIOUS_FY_END,GBP,0,"186,099",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:NetAssetsLiabilities,CURRENT_FY_END,GBP,0,"336,946",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:NetAssetsLiabilities,PREVIOUS_FY_END,GBP,0,"186,099",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:Equity,CURRENT_FY_END_ShareCapital,GBP,0,100,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:Equity,PREVIOUS_FY_END_ShareCapital,GBP,0,100,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:Equity,CURRENT_FY_END_RetainedEarningsAccumulatedLosses,GBP,0,"336,846",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:Equity,PREVIOUS_FY_END_RetainedEarningsAccumulatedLosses,GBP,0,"185,999",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_START_FurnitureFittings,GBP,0,"6,001",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_START_ComputerEquipment,GBP,0,"15,366",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_START,GBP,0,"21,367",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_END_FurnitureFittings,GBP,0,"6,001",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_END_ComputerEquipment,GBP,0,"15,366",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_END,GBP,0,"21,367",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_START_FurnitureFittings,GBP,0,"1,264",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_START_ComputerEquipment,GBP,0,"7,464",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_START,GBP,0,"8,728",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,CURRENT_FY_PERIOD_FurnitureFittings,GBP,0,"1,184",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2020-04-01,2021-03-31,,,frs-core
frs-core:IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,CURRENT_FY_PERIOD_ComputerEquipment,GBP,0,"3,842",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2020-04-01,2021-03-31,,,frs-core
frs-core:IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,CURRENT_FY_PERIOD,GBP,0,"5,026",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2020-04-01,2021-03-31,,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_END_FurnitureFittings,GBP,0,"2,448",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_END_ComputerEquipment,GBP,0,"11,306",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_END,GBP,0,"13,754",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_END_FurnitureFittings,GBP,0,"3,553",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_END_ComputerEquipment,GBP,0,"4,060",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_END,GBP,0,"7,613",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_START_FurnitureFittings,GBP,0,"4,737",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_START_ComputerEquipment,GBP,0,"7,902",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_START,GBP,0,"12,639",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:OtherDebtors,CURRENT_FY_END_CURRENT,GBP,0,"108,000",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:OtherDebtors,PREVIOUS_FY_END_CURRENT,GBP,0,"80,511",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:Debtors,CURRENT_FY_END,GBP,0,"108,000",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:Debtors,PREVIOUS_FY_END,GBP,0,"80,511",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:TradeCreditorsTradePayables,CURRENT_FY_END_CURRENT,GBP,0,133,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:CorporationTaxPayable,CURRENT_FY_END_CURRENT,GBP,0,"60,019",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:CorporationTaxPayable,PREVIOUS_FY_END_CURRENT,GBP,0,"9,925",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:OtherTaxationSocialSecurityPayable,CURRENT_FY_END_CURRENT,GBP,0,"3,382",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:OtherTaxationSocialSecurityPayable,PREVIOUS_FY_END_CURRENT,GBP,0,"4,398",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:OtherCreditors,CURRENT_FY_END_CURRENT,GBP,0,"23,968",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:OtherCreditors,PREVIOUS_FY_END_CURRENT,GBP,0,"35,446",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:AccruedLiabilitiesDeferredIncome,CURRENT_FY_END_CURRENT,GBP,0,"1,842",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:AccruedLiabilitiesDeferredIncome,PREVIOUS_FY_END_CURRENT,GBP,0,"1,842",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:Creditors,CURRENT_FY_END,GBP,0,"89,344",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:Creditors,PREVIOUS_FY_END,GBP,0,"51,611",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:Equity,CURRENT_FY_END_ShareCapital,GBP,0,100,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2021-03-31,,frs-core
frs-core:Equity,PREVIOUS_FY_END_ShareCapital,GBP,0,100,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
