name,contextRef,unitRef,decimals,value,measure,entity_identifier,entity_scheme,start_date,end_date,instant,scenario,domain
frs-core:Equity,CURRENT_FY_END_ShareCapital,GBP,0,100,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:Equity,PREVIOUS_FY_END_ShareCapital,GBP,0,100,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:Equity,CURRENT_FY_END_RetainedEarningsAccumulatedLosses,GBP,0,"285,507",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:Equity,PREVIOUS_FY_END_RetainedEarningsAccumulatedLosses,GBP,0,"334,642",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_START_FurnitureFittings,GBP,0,"7,596",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_START_ComputerEquipment,GBP,0,"22,480",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_START,GBP,0,"30,076",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:TotalAdditionsIncludingFromBusinessCombinationsPropertyPlantEquipment,CURRENT_FY_PERIOD_MotorVehicles,GBP,0,"66,990",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2024-04-01,2025-03-31,,,frs-core
frs-core:TotalAdditionsIncludingFromBusinessCombinationsPropertyPlantEquipment,CURRENT_FY_PERIOD_ComputerEquipment,GBP,0,"1,950",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2024-04-01,2025-03-31,,,frs-core
frs-core:TotalAdditionsIncludingFromBusinessCombinationsPropertyPlantEquipment,CURRENT_FY_PERIOD,GBP,0,"68,940",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2024-04-01,2025-03-31,,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_END_MotorVehicles,GBP,0,"66,990",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_END_FurnitureFittings,GBP,0,"7,596",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_END_ComputerEquipment,GBP,0,"24,430",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_END,GBP,0,"99,016",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_START_FurnitureFittings,GBP,0,"4,767",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_START_ComputerEquipment,GBP,0,"18,501",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_START,GBP,0,"23,268",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,CURRENT_FY_PERIOD_MotorVehicles,GBP,0,"5,527",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2024-04-01,2025-03-31,,,frs-core
frs-core:IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,CURRENT_FY_PERIOD_FurnitureFittings,GBP,0,708,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2024-04-01,2025-03-31,,,frs-core
frs-core:IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,CURRENT_FY_PERIOD_ComputerEquipment,GBP,0,"2,014",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2024-04-01,2025-03-31,,,frs-core
frs-core:IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,CURRENT_FY_PERIOD,GBP,0,"8,249",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2024-04-01,2025-03-31,,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_END_MotorVehicles,GBP,0,"5,527",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_END_FurnitureFittings,GBP,0,"5,475",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_END_ComputerEquipment,GBP,0,"20,515",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_END,GBP,0,"31,517",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_END_MotorVehicles,GBP,0,"61,463",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_END_FurnitureFittings,GBP,0,"2,121",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_END_ComputerEquipment,GBP,0,"3,915",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_END,GBP,0,"67,499",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_START_FurnitureFittings,GBP,0,"2,829",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_START_ComputerEquipment,GBP,0,"3,979",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_START,GBP,0,"6,808",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:TradeDebtorsTradeReceivables,CURRENT_FY_END_Current,GBP,0,"82,920",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:TradeDebtorsTradeReceivables,PREVIOUS_FY_END_Current,GBP,0,"57,839",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:PrepaymentsAccruedIncome,CURRENT_FY_END_Current,GBP,0,"8,857",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:Debtors,CURRENT_FY_END,GBP,0,"91,777",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:Debtors,PREVIOUS_FY_END,GBP,0,"57,839",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:FinanceLeaseLiabilitiesPresentValueTotal,CURRENT_FY_END_Current,GBP,0,"9,543",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:TradeCreditorsTradePayables,CURRENT_FY_END_Current,GBP,0,"70,597",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:TradeCreditorsTradePayables,PREVIOUS_FY_END_Current,GBP,0,"65,226",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:CorporationTaxPayable,CURRENT_FY_END_Current,GBP,0,"9,432",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:CorporationTaxPayable,PREVIOUS_FY_END_Current,GBP,0,"26,302",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:OtherTaxationSocialSecurityPayable,CURRENT_FY_END_Current,GBP,0,"5,230",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:OtherTaxationSocialSecurityPayable,PREVIOUS_FY_END_Current,GBP,0,"2,577",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:OtherCreditors,CURRENT_FY_END_Current,GBP,0,"1,631",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:OtherCreditors,PREVIOUS_FY_END_Current,GBP,0,84,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:AccruedLiabilitiesDeferredIncome,CURRENT_FY_END_Current,GBP,0,"2,100",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:AccruedLiabilitiesDeferredIncome,PREVIOUS_FY_END_Current,GBP,0,"2,100",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:AmountsOwedToDirectors,CURRENT_FY_END_Current,GBP,0,206,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:AmountsOwedToDirectors,PREVIOUS_FY_END_Current,GBP,0,312,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:AmountsOwedToAssociates,CURRENT_FY_END_Current,GBP,0,"5,000",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:Creditors,CURRENT_FY_END,GBP,0,"103,739",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:Creditors,PREVIOUS_FY_END,GBP,0,"96,601",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
frs-core:FinanceLeaseLiabilitiesPresentValueTotal,CURRENT_FY_END_NonCurrent,GBP,0,"50,856",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:FinanceLeasePaymentsOwingMinimumGross,CURRENT_FY_END_WithinOneYear,GBP,0,"9,543",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:FinanceLeasePaymentsOwingMinimumGross,CURRENT_FY_END_BetweenOneFiveYears,GBP,0,"50,856",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:FinanceLeasePaymentsOwingMinimumGross,CURRENT_FY_END,GBP,0,"60,399",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:FinanceLeaseLiabilitiesPresentValueTotal,CURRENT_FY_END,GBP,0,"60,399",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:Equity,CURRENT_FY_END_ShareCapital,GBP,0,100,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2025-03-31,,frs-core
frs-core:Equity,PREVIOUS_FY_END_ShareCapital,GBP,0,100,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2024-03-31,,frs-core
