name,contextRef,unitRef,decimals,value,measure,entity_identifier,entity_scheme,start_date,end_date,instant,scenario,domain
frs-bus:EndDateForPeriodCoveredByReport,CURRENT_FY_END,,,31 March 2023,,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-bus
frs-bus:BalanceSheetDate,CURRENT_FY_END,,,31 March 2023,,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-bus
frs-bus:UKCompaniesHouseRegisteredNumber,CURRENT_FY_PERIOD,,,08948140,,08948140,http://www.companieshouse.gov.uk/,2022-04-01,2023-03-31,,,frs-bus
frs-bus:NameEntityOfficer,CURRENT_FY_PERIOD_Director1,,,Mr M E Cassar,,08948140,http://www.companieshouse.gov.uk/,2022-04-01,2023-03-31,,,frs-bus
frs-bus:EntityCurrentLegalOrRegisteredName,CURRENT_FY_PERIOD,,,Finance Advice Centre Ltd,,08948140,http://www.companieshouse.gov.uk/,2022-04-01,2023-03-31,,,frs-bus
frs-bus:ReportTitle,CURRENT_FY_PERIOD,,,Financial Statements,,08948140,http://www.companieshouse.gov.uk/,2022-04-01,2023-03-31,,,frs-bus
frs-bus:EndDateForPeriodCoveredByReport,CURRENT_FY_END,,,31 March 2023,,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-bus
frs-bus:EndDateForPeriodCoveredByReport,CURRENT_FY_END,,,31 March 2023,,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-bus
frs-bus:BalanceSheetDate,CURRENT_FY_END,,,31 March 2023,,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-bus
frs-bus:BalanceSheetDate,CURRENT_FY_END,,,31 March 2023,,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-bus
frs-direp:StatementThatCompanyEntitledToExemptionFromAuditUnderSection477CompaniesAct2006RelatingToSmallCompanies,CURRENT_FY_PERIOD,,,For the year ending 31 March 2023 the company was entitled to exemption from audit under section 477 of the Companies Act 2006 relating to small companies.,,08948140,http://www.companieshouse.gov.uk/,2022-04-01,2023-03-31,,,frs-direp
frs-bus:EndDateForPeriodCoveredByReport,CURRENT_FY_END,,,31 March 2023,,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-bus
frs-direp:StatementThatMembersHaveNotRequiredCompanyToObtainAnAudit,CURRENT_FY_PERIOD,,,The member has not required the company to obtain an audit in accordance with section 476 of the Companies Act 2006.,,08948140,http://www.companieshouse.gov.uk/,2022-04-01,2023-03-31,,,frs-direp
frs-direp:StatementThatDirectorsAcknowledgeTheirResponsibilitiesUnderCompaniesAct,CURRENT_FY_PERIOD,,,The director acknowledges his responsibilities for complying with the requirements of the Act with respect to accounting records and the preparation of accounts.,,08948140,http://www.companieshouse.gov.uk/,2022-04-01,2023-03-31,,,frs-direp
frs-direp:StatementThatAccountsHaveBeenPreparedInAccordanceWithProvisionsSmallCompaniesRegime,CURRENT_FY_PERIOD,,,These accounts have been prepared and delivered in accordance with the provisions applicable to companies subject to the small companies' regime.,,08948140,http://www.companieshouse.gov.uk/,2022-04-01,2023-03-31,,,frs-direp
frs-bus:EndDateForPeriodCoveredByReport,CURRENT_FY_END,,,31 March 2023,,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-bus
frs-bus:EntityCurrentLegalOrRegisteredName,CURRENT_FY_PERIOD,,,Finance Advice Centre Ltd,,08948140,http://www.companieshouse.gov.uk/,2022-04-01,2023-03-31,,,frs-bus
frs-bus:UKCompaniesHouseRegisteredNumber,CURRENT_FY_PERIOD,,,08948140,,08948140,http://www.companieshouse.gov.uk/,2022-04-01,2023-03-31,,,frs-bus
frs-bus:EndDateForPeriodCoveredByReport,CURRENT_FY_END,,,31 March 2023,,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-bus
frs-bus:StartDateForPeriodCoveredByReport,CURRENT_FY_START,,,1 April 2022,,08948140,http://www.companieshouse.gov.uk/,,,2022-03-31,,frs-bus
frs-bus:EndDateForPeriodCoveredByReport,CURRENT_FY_END,,,31 March 2023,,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-bus
frs-bus:StartDateForPeriodCoveredByReport,CURRENT_FY_START,,,1 April 2022,,08948140,http://www.companieshouse.gov.uk/,,,2022-03-31,,frs-bus
frs-bus:EndDateForPeriodCoveredByReport,CURRENT_FY_END,,,31 March 2023,,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-bus
frs-bus:EndDateForPeriodCoveredByReport,CURRENT_FY_END,,,31 March 2023,,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-bus
frs-bus:StartDateForPeriodCoveredByReport,CURRENT_FY_START,,,1 April 2022,,08948140,http://www.companieshouse.gov.uk/,,,2022-03-31,,frs-bus
