name,contextRef,unitRef,decimals,value,measure,entity_identifier,entity_scheme,start_date,end_date,instant,scenario,domain
frs-core:TotalAdditionsIncludingFromBusinessCombinationsPropertyPlantEquipment,CURRENT_FY_PERIOD_ComputerEquipment,GBP,0,"2,891",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2022-04-01,2023-03-31,,,frs-core
frs-core:TotalAdditionsIncludingFromBusinessCombinationsPropertyPlantEquipment,CURRENT_FY_PERIOD,GBP,0,"2,891",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2022-04-01,2023-03-31,,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_END_FurnitureFittings,GBP,0,"6,001",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_END_ComputerEquipment,GBP,0,"21,212",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_END,GBP,0,"27,213",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_START_FurnitureFittings,GBP,0,"3,336",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2022-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_START_ComputerEquipment,GBP,0,"14,306",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2022-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_START,GBP,0,"17,642",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2022-03-31,,frs-core
frs-core:IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,CURRENT_FY_PERIOD_FurnitureFittings,GBP,0,666,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2022-04-01,2023-03-31,,,frs-core
frs-core:IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,CURRENT_FY_PERIOD_ComputerEquipment,GBP,0,"2,480",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2022-04-01,2023-03-31,,,frs-core
frs-core:IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,CURRENT_FY_PERIOD,GBP,0,"3,146",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2022-04-01,2023-03-31,,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_END_FurnitureFittings,GBP,0,"4,002",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_END_ComputerEquipment,GBP,0,"16,786",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_END,GBP,0,"20,788",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_END_FurnitureFittings,GBP,0,"1,999",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_END_ComputerEquipment,GBP,0,"4,426",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_END,GBP,0,"6,425",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_START_FurnitureFittings,GBP,0,"2,665",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2022-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_START_ComputerEquipment,GBP,0,"4,015",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2022-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_START,GBP,0,"6,680",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2022-03-31,,frs-core
frs-core:TradeDebtorsTradeReceivables,CURRENT_FY_END_CURRENT,GBP,0,"144,240",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:TradeDebtorsTradeReceivables,PREVIOUS_FY_END_CURRENT,GBP,0,"194,376",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2022-03-31,,frs-core
frs-core:PrepaymentsAccruedIncome,CURRENT_FY_END_CURRENT,GBP,0,988,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:OtherDebtors,PREVIOUS_FY_END_CURRENT,GBP,0,"144,954",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2022-03-31,,frs-core
frs-core:Debtors,CURRENT_FY_END,GBP,0,"145,228",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:Debtors,PREVIOUS_FY_END,GBP,0,"339,330",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2022-03-31,,frs-core
frs-core:TradeCreditorsTradePayables,CURRENT_FY_END_CURRENT,GBP,0,"71,841",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:TradeCreditorsTradePayables,PREVIOUS_FY_END_CURRENT,GBP,0,"102,944",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2022-03-31,,frs-core
frs-core:CorporationTaxPayable,CURRENT_FY_END_CURRENT,GBP,0,"11,344",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:CorporationTaxPayable,PREVIOUS_FY_END_CURRENT,GBP,0,"101,430",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2022-03-31,,frs-core
frs-core:OtherTaxationSocialSecurityPayable,CURRENT_FY_END_CURRENT,GBP,0,"5,332",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:OtherTaxationSocialSecurityPayable,PREVIOUS_FY_END_CURRENT,GBP,0,"4,766",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2022-03-31,,frs-core
frs-core:OtherCreditors,CURRENT_FY_END_CURRENT,GBP,0,"161,832",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:OtherCreditors,PREVIOUS_FY_END_CURRENT,GBP,0,"21,197",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2022-03-31,,frs-core
frs-core:AccruedLiabilitiesDeferredIncome,CURRENT_FY_END_CURRENT,GBP,0,"1,842",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:AccruedLiabilitiesDeferredIncome,PREVIOUS_FY_END_CURRENT,GBP,0,"1,842",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2022-03-31,,frs-core
frs-core:Creditors,CURRENT_FY_END,GBP,0,"252,191",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:Creditors,PREVIOUS_FY_END,GBP,0,"232,179",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2022-03-31,,frs-core
frs-core:Equity,CURRENT_FY_END_ShareCapital,GBP,0,100,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2023-03-31,,frs-core
frs-core:Equity,PREVIOUS_FY_END_ShareCapital,GBP,0,100,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2022-03-31,,frs-core
