name,contextRef,unitRef,decimals,value,measure,entity_identifier,entity_scheme,start_date,end_date,instant,scenario,domain
frs-core:Equity,PREVIOUS_FY_END_ShareCapital,GBP,0,100,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
frs-core:Equity,CURRENT_FY_END_RetainedEarningsAccumulatedLosses,GBP,0,"185,999",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:Equity,PREVIOUS_FY_END_RetainedEarningsAccumulatedLosses,GBP,0,"276,809",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_START_FixturesFittings,GBP,0,"1,173",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_START_ComputerEquipment,GBP,0,"11,732",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_START,GBP,0,"12,905",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
frs-core:TotalAdditionsIncludingFromBusinessCombinationsPropertyPlantEquipment,CURRENT_FY_PERIOD_FixturesFittings,GBP,0,"4,828",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2019-04-01,2020-03-31,,,frs-core
frs-core:TotalAdditionsIncludingFromBusinessCombinationsPropertyPlantEquipment,CURRENT_FY_PERIOD_ComputerEquipment,GBP,0,"3,634",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2019-04-01,2020-03-31,,,frs-core
frs-core:TotalAdditionsIncludingFromBusinessCombinationsPropertyPlantEquipment,CURRENT_FY_PERIOD,GBP,0,"8,462",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2019-04-01,2020-03-31,,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_END_FixturesFittings,GBP,0,"6,001",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_END_ComputerEquipment,GBP,0,"15,366",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:PropertyPlantEquipmentGrossCost,CURRENT_FY_END,GBP,0,"21,367",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_START_FixturesFittings,GBP,0,97,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_START_ComputerEquipment,GBP,0,"3,825",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_START,GBP,0,"3,922",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
frs-core:IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,CURRENT_FY_PERIOD_FixturesFittings,GBP,0,"1,167",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2019-04-01,2020-03-31,,,frs-core
frs-core:IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,CURRENT_FY_PERIOD_ComputerEquipment,GBP,0,"3,639",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2019-04-01,2020-03-31,,,frs-core
frs-core:IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,CURRENT_FY_PERIOD,GBP,0,"4,806",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,2019-04-01,2020-03-31,,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_END_FixturesFittings,GBP,0,"1,264",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_END_ComputerEquipment,GBP,0,"7,464",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:AccumulatedDepreciationImpairmentPropertyPlantEquipment,CURRENT_FY_END,GBP,0,"8,728",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_END_FixturesFittings,GBP,0,"4,737",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_END_ComputerEquipment,GBP,0,"7,902",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_END,GBP,0,"12,639",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_START_FixturesFittings,GBP,0,"1,076",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_START_ComputerEquipment,GBP,0,"7,907",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
frs-core:PropertyPlantEquipment,CURRENT_FY_START,GBP,0,"8,983",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
frs-core:PrepaymentsAccruedIncome,PREVIOUS_FY_END_CURRENT,GBP,0,"147,456",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
frs-core:OtherDebtors,CURRENT_FY_END_CURRENT,GBP,0,"80,511",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:OtherDebtors,PREVIOUS_FY_END_CURRENT,GBP,0,"5,000",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
frs-core:Debtors,CURRENT_FY_END,GBP,0,"80,511",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:Debtors,PREVIOUS_FY_END,GBP,0,"152,459",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
frs-core:CorporationTaxPayable,CURRENT_FY_END_CURRENT,GBP,0,"9,925",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:CorporationTaxPayable,PREVIOUS_FY_END_CURRENT,GBP,0,"11,721",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
frs-core:OtherTaxationSocialSecurityPayable,CURRENT_FY_END_CURRENT,GBP,0,"4,398",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:OtherTaxationSocialSecurityPayable,PREVIOUS_FY_END_CURRENT,GBP,0,"3,109",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
frs-core:OtherCreditors,CURRENT_FY_END_CURRENT,GBP,0,"35,446",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:OtherCreditors,PREVIOUS_FY_END_CURRENT,GBP,0,"24,804",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
frs-core:AccruedLiabilitiesDeferredIncome,CURRENT_FY_END_CURRENT,GBP,0,"1,842",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:AccruedLiabilitiesDeferredIncome,PREVIOUS_FY_END_CURRENT,GBP,0,"1,842",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
frs-core:Creditors,CURRENT_FY_END,GBP,0,"51,611",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:Creditors,PREVIOUS_FY_END,GBP,0,"41,476",iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
frs-core:Equity,CURRENT_FY_END_ShareCapital,GBP,0,100,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2020-03-31,,frs-core
frs-core:Equity,PREVIOUS_FY_END_ShareCapital,GBP,0,100,iso4217:GBP,08948140,http://www.companieshouse.gov.uk/,,,2019-03-31,,frs-core
