id,entity_name,year,segment,original_metric,ground_truth_value,generated_question,generated_answer,generated_reasoning
1859,GSK,2023,Cash_Flow,Other Cash Payments To Acquire Equity Or Debt Instruments Of Other Entities Classified As Investing Activities,123000000.0,What was the amount reported by GSK in 2023 for Other Cash Payments To Acquire Equity Or Debt Instruments Of Other Entities Classified As Investing Activities?,123000000.0,The figure for Other Cash Payments To Acquire Equity Or Debt Instruments Of Other Entities Classified As Investing Activities for GSK in 2023 is stated as 123000000.0.
1860,GSK,2023,Company_Specific_Metric,Increase Decrease In Liquid Investments,-72000000.0,What was the amount reported for GSK's Increase Decrease In Liquid Investments in 2023?,-72000000.0,The value for the metric Increase Decrease In Liquid Investments for GSK in 2023 is clearly stated as -72000000.0.
1861,GSK,2023,Company_Specific_Metric,Purchase Of Businesses Net Of Cash Acquired,1457000000.0,What was the 'Purchase Of Businesses Net Of Cash Acquired' amount reported by GSK for the year 2023?,1457000000.0,The amount for the metric 'Purchase Of Businesses Net Of Cash Acquired' for GSK in 2023 is explicitly stated as 1457000000.0.
1862,GSK,2023,Cash_Flow,Other Cash Receipts From Sales Of Equity Or Debt Instruments Of Other Entities Classified As Investing Activities,1832000000.0,What was the amount reported by GSK for Other Cash Receipts From Sales Of Equity Or Debt Instruments Of Other Entities Classified As Investing Activities in the year 2023?,1832000000.0,The figure for Other Cash Receipts From Sales Of Equity Or Debt Instruments Of Other Entities Classified As Investing Activities for GSK in 2023 is stated as 1832000000.0.
1863,GSK,2023,Cash_Flow,Other Inflows Outflows Of Cash Classified As Investing Activities,-11000000.0,What was the amount reported for 'Other Inflows Outflows Of Cash Classified As Investing Activities' for GSK in the year 2023?,-11000000.0,The value for the metric 'Other Inflows Outflows Of Cash Classified As Investing Activities' for GSK in 2023 is clearly stated as -11000000.0.
1864,GSK,2023,Company_Specific_Metric,Disposal Of Businesses,49000000.0,What was the amount reported by GSK for 'Disposal Of Businesses' in the year 2023?,49000000.0,The amount for the metric 'Disposal Of Businesses' related to GSK in 2023 is clearly stated as 49000000.0.
1865,GSK,2022,Company_Specific_Metric,Disposal Of Businesses,-43000000.0,What was the amount reported by GSK for the 'Disposal Of Businesses' in the year 2022?,-43000000.0,The amount for the metric labeled 'Disposal Of Businesses' for GSK in 2022 is clearly stated as -43000000.0.
1866,GSK,2021,Company_Specific_Metric,Disposal Of Businesses,-17000000.0,What was the amount reported for 'Disposal Of Businesses' by GSK in the year 2021?,-17000000.0,The figure for the Disposal Of Businesses metric related to GSK in 2021 is clearly stated as -17000000.0.
1867,GSK,2023,Company_Specific_Metric,Purchase Of Investment In Associates And Joint Ventures,0.0,What was the reported amount for 'Purchase Of Investment In Associates And Joint Ventures' for GSK in the year 2023?,0.0,The value for the metric 'Purchase Of Investment In Associates And Joint Ventures' for GSK in 2023 is clearly stated as 0.0.
1868,GSK,2023,Company_Specific_Metric,Proceeds From Disposal Of Associates And Joint Ventures,1000000.0,What was the amount reported by GSK for Proceeds From Disposal Of Associates And Joint Ventures in 2023?,1000000.0,The precise figure for Proceeds From Disposal Of Associates And Joint Ventures for GSK in 2023 has been clearly stated as 1000000.0.
1869,GSK,2023,Cash_Flow,Interest Received Classified As Investing Activities,115000000.0,What was the amount of Interest Received Classified As Investing Activities for GSK in the year 2023?,115000000.0,The figure for Interest Received Classified As Investing Activities for GSK in 2023 is clearly stated as 115000000.0.
1870,GSK,2023,Company_Specific_Metric,Dividend And Distributions From Investments,220000000.0,What was the amount reported for 'Dividend And Distributions From Investments' by GSK in the year 2023?,220000000.0,The value for the specific metric 'Dividend And Distributions From Investments' for GSK in 2023 has been clearly stated as 220000000.0.
1871,GSK,2022,Company_Specific_Metric,Dividend And Distributions From Investments,0.0,What was the amount reported for 'Dividend And Distributions From Investments' by GSK in the year 2022?,0.0,The figure for 'Dividend And Distributions From Investments' for GSK in 2022 is clearly stated as 0.0.
1872,GSK,2021,Company_Specific_Metric,Dividend And Distributions From Investments,0.0,What was the value of 'Dividend And Distributions From Investments' for GSK in the year 2021?,0.0,The figure for 'Dividend And Distributions From Investments' pertaining to GSK in 2021 is clearly stated as 0.0.
1873,GSK,2023,Cash_Flow,Dividends Received Classified As Investing Activities,11000000.0,What was the amount reported by GSK for Dividends Received Classified As Investing Activities in the year 2023?,11000000.0,The figure for Dividends Received Classified As Investing Activities for GSK in 2023 is clearly stated as 11000000.0.
1874,GSK,2023,Cash_Flow,Cash Flows From Used In Investing Activities Continuing Operations,-1595000000.0,What was the amount reported for Cash Flows From Used In Investing Activities Continuing Operations by GSK in the year 2023?,-1595000000.0,The figure for Cash Flows From Used In Investing Activities Continuing Operations for GSK in 2023 is clearly stated as -1595000000.0.
1875,GSK,2023,Cash_Flow,Cash Flows From Used In Investing Activities Discontinued Operations,0.0,What was the value of Cash Flows From Used In Investing Activities Discontinued Operations for GSK in the year 2023?,0.0,The figure for Cash Flows From Used In Investing Activities Discontinued Operations for GSK in 2023 is clearly stated as 0.0.
1876,GSK,2023,Cash_Flow,Cash Flows From Used In Investing Activities,-1595000000.0,What was the amount reported for Cash Flows From Used In Investing Activities for GSK in the year 2023?,-1595000000.0,The metric for Cash Flows From Used In Investing Activities for GSK in 2023 has been clearly stated as -1595000000.0.
1881,GSK,2023,Company_Specific_Metric,Proceeds From Repayments Of Other Current Borrowings,-333000000.0,What was the amount reported by GSK for 'Proceeds From Repayments Of Other Current Borrowings' in the year 2023?,-333000000.0,The figure for 'Proceeds From Repayments Of Other Current Borrowings' for GSK in 2023 is specifically stated as -333000000.0.
1882,GSK,2023,Cash_Flow,Payments Of Lease Liabilities Classified As Financing Activities,197000000.0,What was the amount reported by GSK for Payments Of Lease Liabilities Classified As Financing Activities in the year 2023?,197000000.0,The amount for Payments Of Lease Liabilities Classified As Financing Activities for GSK in 2023 is clearly stated as 197000000.0.
1883,GSK,2023,Cash_Flow,Interest Paid Classified As Financing Activities,766000000.0,What was the amount reported by GSK for 'Interest Paid Classified As Financing Activities' in the year 2023?,766000000.0,The figure for 'Interest Paid Classified As Financing Activities' for GSK in 2023 is clearly stated as 766000000.0.
1884,GSK,2023,Cash_Flow,Dividends Paid To Equity Holders Of Parent Classified As Financing Activities,2247000000.0,What was the amount of 'Dividends Paid To Equity Holders Of Parent Classified As Financing Activities' reported by GSK for the year 2023?,2247000000.0,The figure for Dividends Paid To Equity Holders Of Parent Classified As Financing Activities for GSK in 2023 is specifically stated as 2247000000.0.
1885,GSK,2023,Cash_Flow,Dividends Paid To Noncontrolling Interests Classified As Financing Activities,412000000.0,What was the amount of dividends paid to noncontrolling interests classified as financing activities by GSK in the year 2023?,412000000.0,The metric regarding dividends paid to noncontrolling interests classified as financing activities for GSK in 2023 is clearly stated as 412000000.0.
1887,GSK,2023,Cash_Flow,Other Inflows Outflows Of Cash Classified As Financing Activities,334000000.0,What was the amount reported for 'Other Inflows Outflows Of Cash Classified As Financing Activities' by GSK in the year 2023?,334000000.0,The figure for 'Other Inflows Outflows Of Cash Classified As Financing Activities' for GSK in 2023 is clearly stated as 334000000.0.
1888,GSK,2023,Cash_Flow,Cash Flows From Used In Financing Activities Continuing Operations,-5641000000.0,What was the amount reported for 'Cash Flows From Used In Financing Activities Continuing Operations' for GSK in the year 2023?,-5641000000.0,The value for the metric 'Cash Flows From Used In Financing Activities Continuing Operations' for GSK in 2023 has been clearly stated as -5641000000.0.
1889,GSK,2023,Cash_Flow,Cash Flows From Used In Financing Activities Discontinued Operations,0.0,What was the amount reported for Cash Flows From Used In Financing Activities Discontinued Operations by GSK in the year 2023?,0.0,The specific figure for Cash Flows From Used In Financing Activities Discontinued Operations for GSK in 2023 is stated clearly as 0.0.
1890,GSK,2023,Cash_Flow,Cash Flows From Used In Financing Activities,-5641000000.0,What was GSK's reported Cash Flows From Used In Financing Activities for the year 2023?,-5641000000.0,The value for Cash Flows From Used In Financing Activities for GSK in 2023 is clearly stated as -5641000000.0.
1891,GSK,2023,Cash_Flow,Increase Decrease In Cash And Cash Equivalents Before Effect Of Exchange Rate Changes,-468000000.0,What was the reported 'Increase Decrease In Cash And Cash Equivalents Before Effect Of Exchange Rate Changes' for GSK in the year 2023?,-468000000.0,The figure for the metric labeled 'Increase Decrease In Cash And Cash Equivalents Before Effect Of Exchange Rate Changes' for GSK in 2023 is clearly stated as -468000000.0.
1892,GSK,2023,Cash_Flow,Effect Of Exchange Rate Changes On Cash And Cash Equivalents,-99000000.0,What was the impact of exchange rate changes on GSK's cash and cash equivalents in 2023?,-99000000.0,The reported figure for the Effect Of Exchange Rate Changes On Cash And Cash Equivalents for GSK in 2023 is given as -99000000.0.
1893,GSK,2023,Cash_Flow,Cash And Cash Equivalents If Different From Statement Of Financial Position,2858000000.0,What was the value of 'Cash And Cash Equivalents If Different From Statement Of Financial Position' reported by GSK in 2023?,2858000000.0,The figure for Cash And Cash Equivalents If Different From Statement Of Financial Position for GSK in 2023 is specifically stated as 2858000000.0.
1894,GSK,2023,Cash_Flow,Bank Overdrafts Classified As Cash Equivalents,78000000.0,What was the amount reported for Bank Overdrafts Classified As Cash Equivalents for GSK in the year 2023?,78000000.0,The figure for Bank Overdrafts Classified As Cash Equivalents for GSK in 2023 is clearly stated as 78000000.0.
2016,GSK,2024,Income_Statement,Revenue From Sale Of Goods,31376000000.0,What was GSK's Revenue From Sale Of Goods in 2024?,31376000000.0,The figure for Revenue From Sale Of Goods for GSK in 2024 is clearly stated as 31376000000.0.
2017,GSK,2023,Income_Statement,Revenue From Sale Of Goods,30328000000.0,What was the Revenue From Sale Of Goods for GSK in the year 2023?,30328000000.0,The figure for Revenue From Sale Of Goods for GSK in 2023 is clearly stated as 30328000000.0.
2018,GSK,2022,Income_Statement,Revenue From Sale Of Goods,29324000000.0,What was the Revenue From Sale Of Goods reported by GSK for the year 2022?,29324000000.0,The Revenue From Sale Of Goods for GSK in 2022 is clearly stated as 29324000000.0.
2020,GSK,2024,Income_Statement,Gross Profit,22328000000.0,What was GSK's Gross Profit in the year 2024?,22328000000.0,The Gross Profit figure for GSK in 2024 has been clearly stated as 22328000000.0.
2021,GSK,2024,Income_Statement,Selling General And Administrative Expense,11015000000.0,What was GSK's Selling General And Administrative Expense for the year 2024?,11015000000.0,The reported figure for GSK's Selling General And Administrative Expense in 2024 is clearly stated as 11015000000.0.
2022,GSK,2024,Income_Statement,Research And Development Expense,6401000000.0,What was the amount reported for GSK's Research And Development Expense in 2024?,6401000000.0,The figure for the Research And Development Expense of GSK in 2024 is clearly stated as 6401000000.0.
2023,GSK,2024,Income_Statement,Revenue From Royalties,639000000.0,What was GSK's Revenue From Royalties in the year 2024?,639000000.0,The exact figure for Revenue From Royalties reported by GSK for the year 2024 stands at 639000000.0.
2024,GSK,2024,Income_Statement,Other Operating Income Expense,-1530000000.0,What was the amount reported for GSK's Other Operating Income Expense in the year 2024?,-1530000000.0,The value for the Other Operating Income Expense for GSK in 2024 is clearly stated as -1530000000.0.
2025,GSK,2024,Cash_Flow,Profit Loss From Operating Activities,4021000000.0,What was GSK's Profit Loss From Operating Activities in the year 2024?,4021000000.0,The figure representing the Profit Loss From Operating Activities for GSK in 2024 is clearly stated as 4021000000.0.
2026,GSK,2024,Income_Statement,Finance Income,122000000.0,What was GSK's Finance Income for the year 2024?,122000000.0,The Finance Income figure for GSK in 2024 is clearly stated as 122000000.0.
2028,GSK,2024,Balance_Sheet,Share Of Profit Loss Of Associates And Joint Ventures Accounted For Using Equity Method,-3000000.0,What was the Share Of Profit Loss Of Associates And Joint Ventures Accounted For Using Equity Method for GSK in the year 2024?,-3000000.0,The value for the metric Share Of Profit Loss Of Associates And Joint Ventures Accounted For Using Equity Method for GSK in 2024 is clearly stated as -3000000.0.
2029,GSK,2024,Balance_Sheet,Gains Losses On Disposals Of Noncurrent Assets,6000000.0,What was the amount reported for Gains Losses On Disposals Of Noncurrent Assets by GSK in 2024?,6000000.0,The figure for Gains Losses On Disposals Of Noncurrent Assets pertaining to GSK in the year 2024 is clearly stated as 6000000.0.
2030,GSK,2023,Balance_Sheet,Gains Losses On Disposals Of Noncurrent Assets,1000000.0,What was the amount reported by GSK for Gains Losses On Disposals Of Noncurrent Assets in the year 2023?,1000000.0,The figure for Gains Losses On Disposals Of Noncurrent Assets pertaining to GSK in 2023 is clearly stated as 1000000.0.
2031,GSK,2022,Balance_Sheet,Gains Losses On Disposals Of Noncurrent Assets,0.0,What was the amount reported for Gains Losses On Disposals Of Noncurrent Assets by GSK in the year 2022?,0.0,The figure for Gains Losses On Disposals Of Noncurrent Assets for GSK during 2022 is clearly stated as 0.0.
2032,GSK,2024,Income_Statement,Profit Loss Before Tax,3477000000.0,What was GSK's Profit Loss Before Tax in the year 2024?,3477000000.0,The figure for Profit Loss Before Tax for GSK in 2024 is clearly stated as 3477000000.0.
2033,GSK,2024,Income_Statement,Income Tax Expense Continuing Operations,526000000.0,What was the Income Tax Expense for GSK's Continuing Operations in the year 2024?,526000000.0,The figure for Income Tax Expense Continuing Operations for GSK in 2024 is clearly stated as 526000000.0.
2034,GSK,2024,Income_Statement,Profit Loss From Continuing Operations,2951000000.0,What is the reported 'Profit Loss From Continuing Operations' for GSK in the year 2024?,2951000000.0,The detailed financial report indicates that GSK's Profit Loss From Continuing Operations for the year 2024 stands at 2951000000.0.
2035,GSK,2024,Company_Specific_Metric,Profit After Taxation From Discontinued Operations And Other Gains Losses From The Demerger,0.0,What was the Profit After Taxation From Discontinued Operations And Other Gains Losses From The Demerger for GSK in the year 2024?,0.0,The specific figure for Profit After Taxation From Discontinued Operations And Other Gains Losses From The Demerger concerning GSK in 2024 is clearly stated as 0.0.
2036,GSK,2024,Company_Specific_Metric,Remeasurement Of Discontinued Operations Distributed To Shareholders On Demerger,0.0,What was the amount reported for Remeasurement Of Discontinued Operations Distributed To Shareholders On Demerger for GSK in the year 2024?,0.0,The specific figure for Remeasurement Of Discontinued Operations Distributed To Shareholders On Demerger pertaining to GSK in 2024 is clearly stated as 0.0.
2037,GSK,2024,Income_Statement,Profit Loss From Discontinued Operations,0.0,What was GSK's Profit Loss From Discontinued Operations for the year 2024?,0.0,The metric for Profit Loss From Discontinued Operations for GSK in 2024 is clearly stated as being 0.0.
2038,GSK,2024,Income_Statement,Profit Loss,2951000000.0,What was the Profit Loss reported for GSK in the year 2024?,2951000000.0,The Profit Loss figure for GSK in 2024 is clearly stated as 2951000000.0.
2039,GSK,2024,Income_Statement,Profit Loss From Continuing Operations Attributable To Noncontrolling Interests,376000000.0,What was the Profit Loss From Continuing Operations Attributable To Noncontrolling Interests for GSK in the year 2024?,376000000.0,The metric for Profit Loss From Continuing Operations Attributable To Noncontrolling Interests for GSK in 2024 has been clearly stated as 376000000.0.
2040,GSK,2024,Income_Statement,Income From Continuing Operations Attributable To Owners Of Parent,2575000000.0,What was the Income From Continuing Operations Attributable To Owners Of Parent for GSK in the year 2024?,2575000000.0,The reported figure for Income From Continuing Operations Attributable To Owners Of Parent for GSK in 2024 is clearly stated as 2575000000.0.
2041,GSK,2024,Income_Statement,Profit Loss From Discontinued Operations Attributable To Noncontrolling Interests,0.0,What was the 'Profit Loss From Discontinued Operations Attributable To Noncontrolling Interests' for GSK in the year 2024?,0.0,The metric for Profit Loss From Discontinued Operations Attributable To Noncontrolling Interests for GSK in 2024 is clearly stated as 0.0.
2042,GSK,2024,Income_Statement,Income From Discontinued Operations Attributable To Owners Of Parent,0.0,What was GSK's Income From Discontinued Operations Attributable To Owners Of Parent in the year 2024?,0.0,"For the year 2024, the figure for Income From Discontinued Operations Attributable To Owners Of Parent for GSK is clearly stated as 0.0."
2043,GSK,2024,Income_Statement,Profit Loss Attributable To Noncontrolling Interests,376000000.0,What was the Profit Loss Attributable To Noncontrolling Interests for GSK in the year 2024?,376000000.0,"For the year 2024, the Profit Loss Attributable To Noncontrolling Interests for GSK is clearly stated as 376000000.0."
2044,GSK,2024,Income_Statement,Profit Loss Attributable To Owners Of Parent,2575000000.0,What was the Profit Loss Attributable To Owners Of Parent for GSK in the year 2024?,2575000000.0,The Profit Loss Attributable To Owners Of Parent for GSK in 2024 is clearly stated as 2575000000.0.
2045,GSK,2024,Income_Statement,Basic Earnings Loss Per Share From Continuing Operations,0.632,What was GSK's Basic Earnings Loss Per Share From Continuing Operations in 2024?,0.632,The value for the Basic Earnings Loss Per Share From Continuing Operations for GSK in 2024 has been clearly stated as 0.632.
2046,GSK,2024,Income_Statement,Basic Earnings Loss Per Share From Discontinued Operations,0.0,What was the Basic Earnings Loss Per Share From Discontinued Operations for GSK in the year 2024?,0.0,The precise figure for Basic Earnings Loss Per Share From Discontinued Operations for GSK in 2024 is clearly stated as 0.0.
2047,GSK,2024,Income_Statement,Basic Earnings Loss Per Share,0.632,What was the Basic Earnings Loss Per Share reported by GSK for the year 2024?,0.632,The figure for Basic Earnings Loss Per Share for GSK in 2024 is clearly stated as 0.632.
2048,GSK,2024,Income_Statement,Diluted Earnings Loss Per Share From Continuing Operations,0.622,What was the Diluted Earnings Loss Per Share From Continuing Operations for GSK in the year 2024?,0.622,The figure for Diluted Earnings Loss Per Share From Continuing Operations for GSK in 2024 is clearly stated as 0.622.
2049,GSK,2024,Income_Statement,Diluted Earnings Loss Per Share From Discontinued Operations,0.0,What was the Diluted Earnings Loss Per Share From Discontinued Operations for GSK in the year 2024?,0.0,The metric for Diluted Earnings Loss Per Share From Discontinued Operations for GSK in 2024 is clearly stated as 0.0.
2050,GSK,2024,Income_Statement,Diluted Earnings Loss Per Share,0.622,What was the Diluted Earnings Loss Per Share for GSK in the year 2024?,0.622,The metric for Diluted Earnings Loss Per Share pertaining to GSK for the year 2024 is clearly stated as 0.622.
2051,GSK,2024,Company_Specific_Metric,Exchange Differences On Translation Of Foreign Operations And Hedges Of Net Investments In Foreign Operations,-392000000.0,What was the value of 'Exchange Differences On Translation Of Foreign Operations And Hedges Of Net Investments In Foreign Operations' for GSK in the year 2024?,-392000000.0,The value for the metric Exchange Differences On Translation Of Foreign Operations And Hedges Of Net Investments In Foreign Operations for GSK in 2024 has been specifically stated as -392000000.0.
2052,GSK,2023,Company_Specific_Metric,Exchange Differences On Translation Of Foreign Operations And Hedges Of Net Investments In Foreign Operations,-22000000.0,What was the value of 'Exchange Differences On Translation Of Foreign Operations And Hedges Of Net Investments In Foreign Operations' reported by GSK in 2023?,-22000000.0,The metric pertaining to Exchange Differences On Translation Of Foreign Operations And Hedges Of Net Investments In Foreign Operations for GSK in 2023 is clearly documented as -22000000.0.
2053,GSK,2022,Company_Specific_Metric,Exchange Differences On Translation Of Foreign Operations And Hedges Of Net Investments In Foreign Operations,113000000.0,What was the amount reported by GSK for Exchange Differences On Translation Of Foreign Operations And Hedges Of Net Investments In Foreign Operations in the year 2022?,113000000.0,The amount for the specific metric known as Exchange Differences On Translation Of Foreign Operations And Hedges Of Net Investments In Foreign Operations for GSK in the year 2022 is clearly stated as 113000000.0.
2054,GSK,2024,Company_Specific_Metric,Reclassification Adjustment Of Net Exchange Differences On Disposal Of Foreign Operations,-87000000.0,What was the Reclassification Adjustment Of Net Exchange Differences On Disposal Of Foreign Operations for GSK in the year 2024?,-87000000.0,The figure for the Reclassification Adjustment Of Net Exchange Differences On Disposal Of Foreign Operations for GSK in 2024 is clearly stated as -87000000.0.
2055,GSK,2023,Company_Specific_Metric,Reclassification Adjustment Of Net Exchange Differences On Disposal Of Foreign Operations,-34000000.0,What was the value of the Reclassification Adjustment Of Net Exchange Differences On Disposal Of Foreign Operations reported by GSK in 2023?,-34000000.0,The value for the Reclassification Adjustment Of Net Exchange Differences On Disposal Of Foreign Operations for GSK in 2023 is clearly stated as -34000000.0.
2056,GSK,2022,Company_Specific_Metric,Reclassification Adjustment Of Net Exchange Differences On Disposal Of Foreign Operations,2000000.0,What was the 'Reclassification Adjustment Of Net Exchange Differences On Disposal Of Foreign Operations' for GSK in the year 2022?,2000000.0,The value for the specific metric concerning the Reclassification Adjustment Of Net Exchange Differences On Disposal Of Foreign Operations for GSK in 2022 is clearly stated as 2000000.0.
2057,GSK,2024,Cash_Flow,Gains Losses On Cash Flow Hedges Before Tax,0.0,What was the amount reported for Gains Losses On Cash Flow Hedges Before Tax for GSK in 2024?,0.0,The value for Gains Losses On Cash Flow Hedges Before Tax related to GSK in 2024 is clearly stated as 0.0.
2058,GSK,2024,Cash_Flow,Income Tax Relating To Cash Flow Hedges Of Other Comprehensive Income,-1000000.0,What was the amount reported for Income Tax Relating To Cash Flow Hedges Of Other Comprehensive Income by GSK in 2024?,-1000000.0,The amount for the specific metric Income Tax Relating To Cash Flow Hedges Of Other Comprehensive Income for GSK in 2024 is clearly stated as -1000000.0.
2059,GSK,2024,Income_Statement,Gains Losses On Change In Value Of Time Value Of Options Net Of Tax,-4000000.0,What was the value reported for 'Gains Losses On Change In Value Of Time Value Of Options Net Of Tax' for GSK in the year 2024?,-4000000.0,The value for the metric Gains Losses On Change In Value Of Time Value Of Options Net Of Tax for GSK in 2024 is clearly indicated as -4000000.0.
2060,GSK,2023,Income_Statement,Gains Losses On Change In Value Of Time Value Of Options Net Of Tax,0.0,What was the reported amount for Gains Losses On Change In Value Of Time Value Of Options Net Of Tax for GSK in the year 2023?,0.0,The metric Gains Losses On Change In Value Of Time Value Of Options Net Of Tax for GSK in 2023 has been clearly documented as 0.0.
2061,GSK,2022,Income_Statement,Gains Losses On Change In Value Of Time Value Of Options Net Of Tax,0.0,What was the 'Gains Losses On Change In Value Of Time Value Of Options Net Of Tax' for GSK in the year 2022?,0.0,The metric known as Gains Losses On Change In Value Of Time Value Of Options Net Of Tax for GSK in 2022 has been clearly stated as 0.0.
2062,GSK,2024,Cash_Flow,Reclassification Adjustments On Cash Flow Hedges Net Of Tax,-4000000.0,What was the value of Reclassification Adjustments On Cash Flow Hedges Net Of Tax for GSK in the year 2024?,-4000000.0,The value for the metric known as Reclassification Adjustments On Cash Flow Hedges Net Of Tax for GSK in 2024 is clearly stated as -4000000.0.
2063,GSK,2023,Cash_Flow,Reclassification Adjustments On Cash Flow Hedges Net Of Tax,-4000000.0,What was the amount reported by GSK for Reclassification Adjustments On Cash Flow Hedges Net Of Tax in 2023?,-4000000.0,The amount for the specific metric Reclassification Adjustments On Cash Flow Hedges Net Of Tax for GSK in 2023 is clearly stated as -4000000.0.
2064,GSK,2022,Cash_Flow,Reclassification Adjustments On Cash Flow Hedges Net Of Tax,-14000000.0,What was the amount reported by GSK for Reclassification Adjustments On Cash Flow Hedges Net Of Tax in 2022?,-14000000.0,The figure for Reclassification Adjustments On Cash Flow Hedges Net Of Tax for GSK in the year 2022 is clearly stated as -14000000.0.
2065,GSK,2024,Income_Statement,Other Comprehensive Income That Will Be Reclassified To Profit Or Loss Net Of Tax,-478000000.0,What was the Other Comprehensive Income That Will Be Reclassified To Profit Or Loss Net Of Tax for GSK in the year 2024?,-478000000.0,The figure for Other Comprehensive Income That Will Be Reclassified To Profit Or Loss Net Of Tax pertaining to GSK in 2024 is clearly stated as -478000000.0.
2066,GSK,2024,Company_Specific_Metric,Exchange Movements On Overseas Net Assets Of Non Controlling Interests,-4000000.0,What was the value of 'Exchange Movements On Overseas Net Assets Of Non Controlling Interests' for GSK in the year 2024?,-4000000.0,The value for the specific metric concerning Exchange Movements On Overseas Net Assets Of Non Controlling Interests for GSK in 2024 has been clearly stated as -4000000.0.
2067,GSK,2024,Balance_Sheet,Other Comprehensive Income Before Tax Gains Losses From Investments In Equity Instruments,-100000000.0,What was GSK's Other Comprehensive Income Before Tax Gains Losses From Investments In Equity Instruments for the year 2024?,-100000000.0,The value for the metric Other Comprehensive Income Before Tax Gains Losses From Investments In Equity Instruments for GSK in 2024 is clearly stated as -100000000.0.
2068,GSK,2024,Balance_Sheet,Income Tax Relating To Investments In Equity Instruments Of Other Comprehensive Income,-17000000.0,What was the amount reported by GSK for Income Tax Relating To Investments In Equity Instruments Of Other Comprehensive Income in 2024?,-17000000.0,The amount for the metric Income Tax Relating To Investments In Equity Instruments Of Other Comprehensive Income for GSK in 2024 is clearly stated as -17000000.0.
2069,GSK,2024,Company_Specific_Metric,Fair Value Movements On Cash Flow Hedges Not Reclassified,8000000.0,What was the amount reported by GSK for 'Fair Value Movements On Cash Flow Hedges Not Reclassified' in the year 2024?,8000000.0,The figure for Fair Value Movements On Cash Flow Hedges Not Reclassified for GSK in 2024 is stated as 8000000.0.
