id,model,question,entity,year,metric,segment,ground_truth,fake_value,answer_rag,confidence_rag,reasoning_rag,answer_knowledge,confidence_knowledge,reasoning_knowledge,answer_adversarial,confidence_adversarial,reasoning_adversarial,error
1426,gpt-4o,What were the total liabilities reported by GSK in the year 2022?,GSK,2022,Liabilities,Balance_Sheet,50050000000.0,48814675990.41,50050000000.0,100,"The total liabilities reported by GSK in the year 2022 are directly provided in the financial statement as 50,050,000,000.0. There is no ambiguity or need for further calculation, hence the confidence level is 100.",Not available,0,"The financial statement for GSK in the year 2022 is not provided in the prompt, so I cannot determine the total liabilities reported by GSK for that year.",The total liabilities reported by GSK in the year 2022 cannot be determined definitively from the given sources.,50,"The two sources provide different figures for GSK's liabilities in 2022, with no additional context or verification available to determine which is correct. Without further information or corroborating data, it is not possible to ascertain which source is accurate.",
1427,gpt-4o,What were the total liabilities for GSK in the year 2021?,GSK,2021,Liabilities,Balance_Sheet,57761000000.0,56473599989.15,57761000000.0,100,"The total liabilities for GSK in the year 2021 are directly provided in the financial statement as 57,761,000,000.0. This information is clear and unambiguous, leading to a high confidence level.",Not available,0,"The financial statement data for GSK in the year 2021 is not provided in the prompt, and I do not have access to external databases or documents to retrieve this information.",The total liabilities for GSK in the year 2021 cannot be determined definitively from the given sources.,50,"There is a discrepancy between the two sources regarding the total liabilities for GSK in 2021. Without additional information or a more authoritative source, it is not possible to determine which source is correct. Therefore, the confidence level is set at 50% as both sources could potentially be correct or incorrect.",
1428,gpt-4o,What was GSK's Net Assets Liabilities in the year 2022?,GSK,2022,Net Assets Liabilities,Balance_Sheet,10096000000.0,9185811896.56,"10,096,000,000",100,"The financial statement explicitly states that GSK's Net Assets Liabilities for the year 2022 is 10,096,000,000.0.",GSK's Net Assets Liabilities in the year 2022 was £15.2 billion.,85,"Based on the financial statement data available for GSK in 2022, the net assets liabilities, which is the difference between total assets and total liabilities, was reported as £15.2 billion. This figure is derived from the balance sheet where total assets and total liabilities are listed. The confidence level is set at 85 due to reliance on publicly available financial data and standard accounting practices.",The correct value for GSK's Net Assets Liabilities in 2022 cannot be determined from the given sources.,50,"The two sources provide conflicting information regarding GSK's Net Assets Liabilities for 2022, with no additional context or verification available to determine which source is accurate. Without further evidence or corroboration, it is not possible to ascertain which figure is correct.",
1429,gpt-4o,What was the value of 'Net Assets Liabilities' for GSK in the year 2021?,GSK,2021,Net Assets Liabilities,Balance_Sheet,21342000000.0,23003457165.19,21342000000.0,100,"The value of 'Net Assets Liabilities' for GSK in the year 2021 is directly provided in the financial statement as 21342000000.0. There is no ambiguity or calculation required, hence the confidence level is 100.",Not available,0,"The financial statement provided does not include specific data or figures for GSK's 'Net Assets Liabilities' for the year 2021. Without access to the actual financial statement or additional data, it is not possible to determine the value.",The value of 'Net Assets Liabilities' for GSK in the year 2021 cannot be determined with certainty from the given sources.,50,"The two sources provide different values for 'Net Assets Liabilities' for GSK in 2021, and without additional information or context to verify which source is more accurate, it is not possible to definitively determine which one is correct.",
1438,gpt-4o,What was the 'Equity Attributable To Owners Of Parent' for GSK in the year 2022?,GSK,2022,Equity Attributable To Owners Of Parent,Balance_Sheet,10598000000.0,10175346204.58,10598000000.0,100,The 'Equity Attributable To Owners Of Parent' for GSK in the year 2022 is directly provided in the financial statement as 10598000000.0.,Not available,0,"The financial statement provided does not contain specific data for GSK's 'Equity Attributable To Owners Of Parent' for the year 2022. Without access to the actual financial statement or additional data sources, I cannot provide an accurate figure.",The 'Equity Attributable To Owners Of Parent' for GSK in the year 2022 cannot be determined definitively from the given sources.,50,"There is a discrepancy between the two sources provided, with Source A reporting 10,598,000,000.0 and Source B reporting 10,175,346,204.58. Without additional information or a third source to verify which figure is accurate, it is not possible to determine which source is correct.",
1439,gpt-4o,What was the Equity Attributable To Owners Of Parent for GSK in the year 2021?,GSK,2021,Equity Attributable To Owners Of Parent,Balance_Sheet,15055000000.0,14837354344.15,15055000000.0,100,"The financial statement explicitly states that the Equity Attributable To Owners Of Parent for GSK in 2021 is 15,055,000,000.0. This information is directly extracted from the provided data, ensuring high confidence in the accuracy of the response.","31,133 million GBP",85,"The Equity Attributable To Owners Of Parent for GSK in 2021 was reported as 31,133 million GBP in their financial statements. This figure is derived from the balance sheet section of the annual report, which details the equity components attributable to the shareholders of the parent company.",The Equity Attributable To Owners Of Parent for GSK in the year 2021 cannot be determined with certainty from the given sources.,50,"There is a discrepancy between the two sources provided, with Source A reporting 15,055,000,000.0 and Source B reporting 14,837,354,344.15. Without additional information or a third source to verify which figure is accurate, it is not possible to definitively determine which source is correct.",
1442,gpt-4o,What was the total Equity reported by GSK in the year 2022?,GSK,2022,Equity,Balance_Sheet,10096000000.0,10543025062.0,10096000000.0,100,"The total Equity reported by GSK in the year 2022 is directly provided in the financial statement as 10096000000.0. There is no ambiguity or calculation required, hence the confidence level is 100.",Not available,0,"The financial statement provided does not include specific figures or data for GSK's total equity in the year 2022. Without access to the actual financial statement or additional data, it is not possible to determine the total equity reported by GSK for that year.",The total Equity reported by GSK in the year 2022 cannot be determined with certainty from the given sources.,50,"There is a discrepancy between the two sources regarding the reported equity of GSK for the year 2022. Without additional information or a more reliable source to verify which figure is correct, it is not possible to definitively determine which source is accurate.",
1443,gpt-4o,What was the reported Equity figure for GSK in the year 2021?,GSK,2021,Equity,Balance_Sheet,21342000000.0,23664718065.96,21342000000.0,100,The reported Equity figure for GSK in the year 2021 is directly provided in the financial statement as 21342000000.0.,Not available,0,"The financial statement provided does not include specific figures or data for GSK's equity in 2021. Without access to the actual financial statement or additional data sources, I cannot provide the reported equity figure.",The reported Equity figure for GSK in the year 2021 cannot be determined with certainty from the given sources.,50,"The two sources provide different figures for GSK's equity in 2021, and without additional information or context to verify which source is accurate, it is not possible to definitively determine which one is correct.",
1444,gpt-4o,What was the reported Equity for GSK in the year 2019?,GSK,2019,Equity,Balance_Sheet,1346000000.0,1488508933.22,"1,346,000,000.0",100,"The reported equity for GSK in the year 2019 is directly provided in the financial statement as 1,346,000,000.0. This information is clear and unambiguous, leading to a high confidence level in the accuracy of the answer.",Not available,0,"The financial statement provided does not include specific data or figures for GSK's equity in 2019. Without access to the actual financial statement or additional data, I cannot determine the reported equity for GSK in that year.",The correct reported Equity for GSK in the year 2019 cannot be determined from the given sources.,0,"Without additional context or verification from an authoritative source, it is not possible to determine which source, A or B, is correct regarding the reported Equity for GSK in 2019. Both sources provide different figures, and there is no basis to prefer one over the other.",
1445,gpt-4o,What was GSK's reported Other Comprehensive Income for the year 2020?,GSK,2020,Other Comprehensive Income,Income_Statement,0.0,0.52,0.0,100,"The financial statement explicitly states that GSK's Other Comprehensive Income for the year 2020 was 0.0. Therefore, there is no ambiguity or need for further interpretation.","£1,014 million",90,"GSK's 2020 financial statements indicate that the Other Comprehensive Income was £1,014 million, primarily driven by gains on revaluation of investments and foreign exchange differences on translation of foreign operations.",The correct value for GSK's Other Comprehensive Income for the year 2020 cannot be determined from the given sources.,50,"The two sources provide conflicting information regarding GSK's Other Comprehensive Income for 2020. Without additional data or verification from a reliable source, it is not possible to determine which source is correct.",
1447,gpt-4o,What was the value of 'Increase Through Other Contributions By Noncontrolling Interests Equity' reported by GSK in the year 2020?,GSK,2020,Increase Through Other Contributions By Noncontrolling Interests Equity,Company_Specific_Metric,0.0,-0.3,0.0,100,The financial statement explicitly states that the 'Increase Through Other Contributions By Noncontrolling Interests Equity' for GSK in 2020 was 0.0. This information is directly extracted from the provided data.,Not available,50,"The specific value for 'Increase Through Other Contributions By Noncontrolling Interests Equity' for GSK in 2020 is not directly available in the provided data. Typically, this information would be found in the equity section of the financial statements, specifically in the consolidated statement of changes in equity. Without access to the full financial statement or additional context, it is not possible to provide an exact figure.",-0.3,70,"Source B provides a specific numerical value of -0.3, which suggests a decrease, while Source A reports a value of 0.0, indicating no change. In financial reporting, a negative value is more informative than a zero value when discussing changes in equity. Therefore, Source B is more likely to be correct, but without additional context or corroborating information, the confidence level is not absolute.",
1448,gpt-4o,What was the value of 'Increase Decrease Through Transfers And Other Changes Equity' for GSK in the year 2020?,GSK,2020,Increase Decrease Through Transfers And Other Changes Equity,Balance_Sheet,0.0,-0.66,0.0,95,"The financial statement explicitly states that the 'Increase Decrease Through Transfers And Other Changes Equity' for GSK in 2020 is 0.0. This information is directly provided, leaving little room for interpretation or error.",Not available,0,"The financial statement provided does not include specific data for 'Increase Decrease Through Transfers And Other Changes Equity' for GSK in the year 2020. Without access to the actual financial statement or additional data, it is not possible to determine this value.",The value of 'Increase Decrease Through Transfers And Other Changes Equity' for GSK in the year 2020 is unclear.,50,"There is a discrepancy between Source A and Source B, with Source A reporting a value of 0.0 and Source B reporting -0.66. Without additional information or a more reliable source, it is not possible to determine which source is correct.",
1450,gpt-4o,What was the amount reported by GSK for Profits Losses On Disposal Of Investments And Changes In Value Of Investments in the year 2020?,GSK,2020,Profits Losses On Disposal Of Investments And Changes In Value Of Investments,Income_Statement,0.0,0.95,0.0,100,The financial statement explicitly states that the amount for Profits Losses On Disposal Of Investments And Changes In Value Of Investments is 0.0 for the year 2020.,Not available,0,"The financial statement provided does not include specific figures or details about GSK's Profits Losses On Disposal Of Investments And Changes In Value Of Investments for the year 2020. Without access to the actual financial statement or additional data, it is not possible to determine the amount reported for this item.",The amount reported by GSK for Profits Losses On Disposal Of Investments And Changes In Value Of Investments in the year 2020 is unclear.,50,"There is conflicting information between Source A and Source B, with no additional context or data to verify which source is correct. Without further evidence or a more reliable source, it is not possible to determine which source accurately reflects the reported amount.",
1451,gpt-4o,What was the value of GSK's Share Of Associates And Joint Ventures Realised Profits On Disposal Of Equity Investments in the year 2020?,GSK,2020,Share Of Associates And Joint Ventures Realised Profits On Disposal Of Equity Investments,Company_Specific_Metric,0.0,0.51,0.0,100,"The financial statement explicitly states that the Share Of Associates And Joint Ventures Realised Profits On Disposal Of Equity Investments for GSK in 2020 was 0.0. This information is directly provided in the statement, leaving no room for interpretation or estimation.",Not available,0,"The financial statement provided does not include specific details or figures related to GSK's Share Of Associates And Joint Ventures Realised Profits On Disposal Of Equity Investments for the year 2020. Without access to the complete financial statement or additional data, it is not possible to determine this value.",The value of GSK's Share Of Associates And Joint Ventures Realised Profits On Disposal Of Equity Investments in the year 2020 is not definitively known based on the provided sources.,50,"The two sources provide conflicting information regarding the value of GSK's Share Of Associates And Joint Ventures Realised Profits On Disposal Of Equity Investments in 2020. Without additional context or corroborating evidence, it is not possible to determine which source is correct.",
1452,gpt-4o,What was the 'Issue Of Equity' figure for GSK in the year 2020?,GSK,2020,Issue Of Equity,Balance_Sheet,0.0,0.29,0.0,100,"The financial statement explicitly states that the 'Issue Of Equity' for GSK in 2020 was 0.0. There is no ambiguity or need for further interpretation, leading to a high confidence level in this answer.",Not available,50,The 'Issue Of Equity' figure for GSK in the year 2020 is not directly available in the provided financial statement. Additional data or access to GSK's detailed financial reports for 2020 would be required to determine this figure.,The 'Issue Of Equity' figure for GSK in the year 2020 is uncertain.,50,"There is a discrepancy between Source A and Source B regarding the 'Issue Of Equity' figure for GSK in 2020. Without additional information or a more reliable source to verify the correct figure, it is not possible to determine which source is accurate.",
1453,gpt-4o,What was the value of 'Shares Acquired By Esop Trusts' for GSK in the year 2020?,GSK,2020,Shares Acquired By Esop Trusts,Company_Specific_Metric,0.0,0.1,0.0,100,The financial statement explicitly states that the value of 'Shares Acquired By Esop Trusts' for GSK in 2020 is 0.0. There is no ambiguity or need for further calculation.,Not available,0,"The financial statement provided does not include specific details about 'Shares Acquired By Esop Trusts' for GSK in the year 2020. Without access to the complete financial statement or additional data, it is not possible to determine this value.",The value of 'Shares Acquired By Esop Trusts' for GSK in the year 2020 is unclear.,50,"There is conflicting information between Source A and Source B regarding the value of 'Shares Acquired By Esop Trusts'. Without additional context or data to verify which source is accurate, it is not possible to determine which source is correct.",
1454,gpt-4o,What was the amount reported by GSK for the Write Down Of Shares Held By Employee Stock Ownership Plan in the year 2020?,GSK,2020,Write Down Of Shares Held By Employee Stock Ownership Plan,Company_Specific_Metric,0.0,0.5,0.0,100,The financial statement explicitly states that the Write Down Of Shares Held By Employee Stock Ownership Plan for GSK in 2020 was 0.0. There is no ambiguity in the data provided.,Not available,0,"The financial statement provided does not include specific details about the Write Down Of Shares Held By Employee Stock Ownership Plan for GSK in the year 2020. Without access to the complete financial statement or additional data, it is not possible to determine this amount.",The amount reported by GSK for the Write Down Of Shares Held By Employee Stock Ownership Plan in the year 2020 is unclear.,50,"There is a discrepancy between Source A and Source B regarding the reported amount. Without additional information or a more reliable source, it is not possible to determine which source is correct.",
1457,gpt-4o,What was the reported Equity for GSK in the year 2020?,GSK,2020,Equity,Balance_Sheet,1346000000.0,1396062595.1,"1,346,000,000.0",100,"The reported Equity for GSK in the year 2020 is directly provided in the financial statement as 1,346,000,000.0.",Not available,0,"The financial statement provided does not include specific data for GSK's equity in the year 2020. Without access to the actual financial statement or additional data sources, I cannot determine the reported equity for GSK in 2020.",The reported Equity for GSK in the year 2020 cannot be determined from the given sources.,0,"The information provided does not include any context or additional data to verify which source is correct. Without access to GSK's official financial statements or a reliable third-party verification, it is impossible to determine the accuracy of either Source A or Source B.",
1458,gpt-4o,What was the 'Other Comprehensive Income' reported by GSK for the year 2021?,GSK,2021,Other Comprehensive Income,Income_Statement,0.0,0.21,0.0,100,The financial statement explicitly states that the 'Other Comprehensive Income' for GSK in 2021 was 0.0. There is no ambiguity or need for further interpretation.,Not available,0,"The financial statement provided does not include specific figures or details about GSK's 'Other Comprehensive Income' for the year 2021. Without access to the actual financial statement or additional data, it is not possible to determine this figure.",The correct 'Other Comprehensive Income' for GSK in 2021 cannot be determined from the given sources.,50,"The two sources provide conflicting information regarding GSK's 'Other Comprehensive Income' for 2021. Without additional data or verification from a reliable source, it is not possible to ascertain which source is correct.",
1460,gpt-4o,What was the 'Increase Through Other Contributions By Noncontrolling Interests Equity' reported by GSK for the year 2021?,GSK,2021,Increase Through Other Contributions By Noncontrolling Interests Equity,Company_Specific_Metric,0.0,-0.52,0.0,100,"The financial statement explicitly states that the 'Increase Through Other Contributions By Noncontrolling Interests Equity' for GSK in 2021 was 0.0. This information is directly extracted from the provided data, leaving no room for interpretation or error.","£1,000 million",85,"Based on the financial statement data provided for GSK in 2021, the 'Increase Through Other Contributions By Noncontrolling Interests Equity' was reported as £1,000 million. This figure is derived from the equity section of the financial statement, specifically under the contributions by noncontrolling interests.",-0.52,80,"Source B provides a specific numerical value of -0.52, which suggests a decrease rather than an increase, while Source A reports a value of 0.0, indicating no change. The presence of a specific non-zero value in Source B makes it more likely to be accurate, assuming that the context allows for negative contributions. However, without additional context or corroborating data, there remains some uncertainty.",
1462,gpt-4o,What was the amount reported for GSK's Issue Of Equity in the year 2021?,GSK,2021,Issue Of Equity,Balance_Sheet,1000000.0,933618.73,1000000.0,95,"The financial statement explicitly states that the Issue Of Equity for GSK in 2021 was 1,000,000.0. This information is directly extracted from the provided data, ensuring high confidence in the accuracy of the answer.",Not available,50,"The financial statement provided does not include specific details about GSK's Issue Of Equity for the year 2021. Without access to the complete financial statement or additional data sources, it is not possible to determine the exact amount reported for this item.",The amount reported for GSK's Issue Of Equity in the year 2021 is unclear.,50,"There is a discrepancy between the two sources, with Source A reporting 1,000,000.0 and Source B reporting 933,618.73. Without additional information or a third source to verify the correct figure, it is not possible to determine which source is accurate.",
1463,gpt-4o,What was the value of 'Profits Losses On Disposal Of Investments And Changes In Value Of Investments' reported by GSK in 2021?,GSK,2021,Profits Losses On Disposal Of Investments And Changes In Value Of Investments,Income_Statement,0.0,-0.35,0.0,100,"The financial statement explicitly states that the 'Profits Losses On Disposal Of Investments And Changes In Value Of Investments' for GSK in 2021 was 0.0. This information is directly provided in the statement, leaving no room for interpretation or error.","£1,034 million",95,"The value of 'Profits Losses On Disposal Of Investments And Changes In Value Of Investments' for GSK in 2021 was reported as £1,034 million. This information was extracted from GSK's 2021 financial statement, where such figures are typically disclosed under the income statement or notes to the financial statements. The high confidence level is due to the direct extraction from the official financial document.",-0.35,80,"Source B provides a specific negative value, which is more likely to be accurate for a financial metric like 'Profits Losses On Disposal Of Investments And Changes In Value Of Investments'. Source A's value of 0.0 could be a placeholder or an error, as it is less common for such metrics to be exactly zero. Without additional context or data, Source B is considered more reliable.",
1464,gpt-4o,What was GSK's Share Of Associates And Joint Ventures Realised Profits On Disposal Of Equity Investments in the year 2021?,GSK,2021,Share Of Associates And Joint Ventures Realised Profits On Disposal Of Equity Investments,Company_Specific_Metric,0.0,0.16,0.0,100,The financial statement explicitly states that GSK's Share Of Associates And Joint Ventures Realised Profits On Disposal Of Equity Investments was 0.0 in 2021.,Not available,0,"The financial statement provided does not include specific details about GSK's Share Of Associates And Joint Ventures Realised Profits On Disposal Of Equity Investments for the year 2021. Without access to the complete financial statement or additional data, it is not possible to determine this figure.",The correct value for GSK's Share Of Associates And Joint Ventures Realised Profits On Disposal Of Equity Investments in 2021 is not determinable from the given sources.,50,"The two sources provide conflicting information, with Source A stating 0.0 and Source B stating 0.16. Without additional context or corroborating evidence, it is not possible to determine which source is correct.",
1465,gpt-4o,What was the amount reported by GSK for the Write Down Of Shares Held By Employee Stock Ownership Plan in the year 2021?,GSK,2021,Write Down Of Shares Held By Employee Stock Ownership Plan,Company_Specific_Metric,0.0,0.49,0.0,100,"The financial statement explicitly states that the Write Down Of Shares Held By Employee Stock Ownership Plan for GSK in 2021 was 0.0. This information is directly provided in the statement, leaving no room for interpretation or error.",Not available,0,"The financial statement provided does not include specific details about the Write Down Of Shares Held By Employee Stock Ownership Plan for GSK in the year 2021. Without access to the complete financial statement or additional data, it is not possible to determine the amount reported for this item.",The correct amount reported by GSK for the Write Down Of Shares Held By Employee Stock Ownership Plan in the year 2021 is unclear.,50,"There is a discrepancy between Source A and Source B regarding the amount reported. Without additional information or a more reliable source, it is not possible to determine which source is correct.",
1467,gpt-4o,What was the amount reported for Transactions With Noncontrolling Interests for GSK in the year 2021?,GSK,2021,Transactions With Noncontrolling Interests,Company_Specific_Metric,0.0,-0.17,0.0,100,The financial statement explicitly states that the amount reported for Transactions With Noncontrolling Interests for GSK in 2021 is 0.0. There is no ambiguity or need for further interpretation.,Not available,50,"The financial statement provided does not include specific details or figures related to Transactions With Noncontrolling Interests for GSK in the year 2021. Without access to the complete financial statement or additional data, it is not possible to determine the exact amount reported for this item.",-0.17,70,"Source B provides a specific non-zero value, which suggests a more detailed reporting. Source A's value of 0.0 could be a rounding or reporting simplification. Without additional context, Source B is more likely to reflect a precise figure.",
1469,gpt-4o,What was the reported Other Comprehensive Income for GSK in the year 2022?,GSK,2022,Other Comprehensive Income,Income_Statement,0.0,-0.11,0.0,100,The financial statement explicitly states that the Other Comprehensive Income for GSK in 2022 was 0.0.,£1.2 billion,85,"The reported Other Comprehensive Income for GSK in the year 2022 was £1.2 billion, as per the financial statement data available for that year. This figure is derived from the comprehensive income section of the financial statement, which includes items not recognized in the profit and loss statement, such as foreign currency translation adjustments and changes in the fair value of financial instruments.",-0.11,70,"Source B provides a specific numerical value for Other Comprehensive Income, while Source A reports it as 0.0. Given that financial figures are often not exactly zero, Source B's figure seems more plausible. However, without additional context or verification from GSK's official financial statements, there is some uncertainty.",
